question_id,article_key,retrieval_group,qa_f1,citation_f1,citation_validity,answer_correctness,faithfulness,answer_relevancy
a3961cb61ec74837b21fa52a4f6b518b,newsqa_df655fab1b1fd2f2,gold_not_in_top5,0.0,0.0,1.0,0.0545,0.6667,0.6305
a5b5d4f85c274be49ad11c9d258a3a99,newsqa_92fd6eaaa327fc32,gold_in_top5,1.0,1.0,1.0,0.9919,1.0,0.2271
a697c765c3e74e0cb48088ea3ecdcdb1,newsqa_8316de452f78dfa3,gold_not_in_top5,0.0,0.0,0.0,0.041,1.0,0.0
a6dbdda734bb43baa65aa91d4323d5a9,newsqa_ff6d7105a471e9ab,gold_not_in_top5,0.0,0.0,1.0,0.0724,1.0,0.754
a77bad2720ec43aba758a5c99624b6c3,newsqa_9e88962146f43191,gold_in_top5,0.4286,0.5,1.0,0.9223,1.0,0.7729
a8972465dad04d5f8b2fcf659f8aeb25,newsqa_febedf72670536ac,gold_not_in_top5,0.0,0.0,1.0,0.0432,1.0,0.7637
a8dc8f89ecde440e84e3efe2189030f6,newsqa_346f700136ab004b,gold_in_top5,0.7273,1.0,1.0,0.8836,1.0,0.7813
a9a18aead40e4b4191e1269e1f24bd8c,newsqa_b1893e80b00a4c2f,gold_in_top5,0.6667,1.0,1.0,0.8865,1.0,1.0
af7d61da98fa436da3f6524e2b864b08,newsqa_c703a81377e10722,gold_in_top5,0.4,1.0,1.0,0.5157,1.0,0.8685
b189954307e7414b9d81ad99c7b730bf,newsqa_9e88962146f43191,gold_in_top5,0.4,1.0,1.0,0.6622,1.0,0.8765
b1fdfecae5dd453bbba66cbd21e38740,newsqa_43dc88ad8f8b4047,gold_in_top5,0.2,1.0,1.0,0.8834,1.0,1.0
b344f9c87e2d4e5498338ea56023892c,newsqa_1ab1cffb5fbd3f00,gold_in_top5,0.4615,1.0,1.0,0.9036,1.0,0.5225
b3d3a7f3fd00419c896e03a2dd70c2eb,newsqa_dcdc1a7dff7beaa4,gold_in_top5,0.0,0.0,0.0,0.0231,1.0,-0.0
b466d0d5acdb4c96bb1d4bd6d19548c4,newsqa_febedf72670536ac,gold_in_top5,0.1905,1.0,1.0,0.6333,1.0,0.6322
b476d07cc2e747d0bad28a795661540d,newsqa_1410c9eb3296d4dc,gold_in_top5,0.5,1.0,1.0,0.6118,1.0,0.8423
b4aa0f16d9604c36980b576421ac9df5,newsqa_9e88962146f43191,gold_in_top5,0.3333,1.0,1.0,0.6649,0.5,0.6485
b56f8165ffa44477b6e69deef3533885,newsqa_ed82a8d4afff04f8,gold_in_top5,1.0,1.0,1.0,0.9945,1.0,0.1913
b6652e6bad6f4d90b962716fecbe5cf1,newsqa_b1893e80b00a4c2f,gold_in_top5,0.2667,1.0,1.0,0.6481,1.0,0.9747
b74bd4ddf00e4e59bd280742fa82144d,newsqa_51e27ebc93e28585,gold_in_top5,0.625,1.0,1.0,0.8999,1.0,0.9444
b76738b25e7a44f89547dda91c1ce73b,newsqa_b424ae554bc7ef14,gold_in_top5,0.8,0.0,1.0,0.9425,1.0,0.2279
b7be73a8ada1408b95b476b80880309d,newsqa_ede2531a00661102,gold_in_top5,0.25,1.0,1.0,0.559,1.0,0.893
b9ca82e2c48540c0b4c004b86f316109,newsqa_25a5c22cc9b7159e,gold_in_top5,0.0,1.0,1.0,0.0657,1.0,0.97
b9e49c54d5cc47829e27ab441af295f1,newsqa_873617d2e2339534,gold_in_top5,0.8182,1.0,1.0,0.9537,0.6667,0.3183
bb0bceec8bca491db5c90c3962960eea,newsqa_1f36fa85d4124a37,gold_in_top5,0.4,1.0,1.0,0.9333,1.0,0.2665
bb0d3b5086f845df8acfbf503fa4c2ff,newsqa_245acfdafc0e918c,gold_in_top5,0.25,0.6667,1.0,0.7969,1.0,0.9655
bb334d8819054ded95d25bd214397832,newsqa_1ab1cffb5fbd3f00,gold_in_top5,0.0,0.6667,1.0,0.4861,1.0,0.7109
bba8beff7e84467798bcc8877a8f8f24,newsqa_ed82a8d4afff04f8,gold_in_top5,0.4,1.0,1.0,0.8498,1.0,0.5451
bbe5fe704e1147bf8ad9fd90297f22ac,newsqa_873617d2e2339534,gold_in_top5,0.6667,1.0,1.0,0.7741,1.0,0.5402
bc036900b2f747aa92b1cdf251b0a37c,newsqa_b8d2b51b5bca4a04,gold_not_in_top5,0.1429,0.0,1.0,0.5001,1.0,0.9714
bc44917bc70242a7b01f7b024c5fa3ea,newsqa_51e27ebc93e28585,gold_in_top5,1.0,1.0,1.0,0.996,1.0,0.5073
bf138cf693f0444e960d28a85e72f955,newsqa_fef3ea171bcb87eb,gold_in_top5,1.0,1.0,1.0,0.9943,1.0,0.1863
c23796c4d75440d5a6e1200deb8c14e8,newsqa_b8d2b51b5bca4a04,gold_in_top5,0.5,1.0,1.0,0.5426,1.0,0.655
c248d72216c04f8db99757a1a844af49,newsqa_43dc88ad8f8b4047,gold_in_top5,1.0,1.0,1.0,0.9855,0.0,0.5055
c3648af18d4b400aaa4924a0eed0f5b4,newsqa_25a5c22cc9b7159e,gold_in_top5,0.4615,1.0,1.0,0.9291,1.0,0.6315
c411868fbe054e80b90a12463b2beddd,newsqa_51e27ebc93e28585,gold_in_top5,0.6667,1.0,1.0,0.6965,1.0,0.1882
c50c42865c444b5c95fa97a7db5244e4,newsqa_4777e0afeb7aa8fa,gold_in_top5,0.5,1.0,1.0,0.8553,1.0,0.6459
c5d1601dece84ce895260d42931118c3,newsqa_3da4301e9200d165,gold_in_top5,0.0,0.6667,1.0,0.5836,1.0,0.9058
c754c326486641409687edae575f81ee,newsqa_1f36fa85d4124a37,gold_in_top5,0.4,1.0,1.0,0.8759,1.0,0.9268
c84dbe83b4934408b32e1799184873fe,newsqa_444579549f240e1d,gold_in_top5,0.5,1.0,1.0,0.9022,1.0,0.3672
c8b13771a57b4743b822b8914ae68666,newsqa_346f700136ab004b,gold_not_in_top5,0.1111,0.0,1.0,0.0455,0.6667,0.375
c9ccb7f8f9784e9f8205e5510c340b2e,newsqa_b280827599ce44b1,gold_in_top5,0.0,1.0,1.0,0.0196,1.0,1.0
ca61917ae999408c84f855c26dc48c68,newsqa_3da4301e9200d165,gold_in_top5,1.0,1.0,1.0,0.9912,1.0,0.2138
ca8b2d0d0afc4128a3accb37ab6f442b,newsqa_81b50e0b7878d2ef,gold_in_top5,0.3333,0.4,1.0,0.7978,1.0,0.8702
cdec7a0d975642d38b3b2d449bffc3e8,newsqa_17c27b355a1a5aab,gold_in_top5,0.6667,1.0,1.0,0.9256,1.0,0.4351
cdf886b5b0934fde8b0ced32a083b8f5,newsqa_43dc88ad8f8b4047,gold_in_top5,0.2,1.0,1.0,0.8905,1.0,0.7451
d010c18153064c8bb5bf99903ef5d63b,newsqa_a4131373a363e635,gold_not_in_top5,0.25,0.0,1.0,0.8691,1.0,0.8593
d1381a9741714a0ea37173cfffae4471,newsqa_92fd6eaaa327fc32,gold_in_top5,1.0,1.0,1.0,0.9886,1.0,0.4333
d16493e3db7c4bd5b494934febcb82b4,newsqa_8ba6b26c059ca5e4,gold_in_top5,0.3333,1.0,1.0,0.8425,1.0,0.9898
d1f6974f4b8f4a189e64cdf36c986df7,newsqa_1ab1cffb5fbd3f00,gold_in_top5,0.5,1.0,1.0,0.9245,1.0,0.7618
d21618a59053475dbfae6173d388ac04,newsqa_b1893e80b00a4c2f,gold_in_top5,0.15,1.0,1.0,0.3946,1.0,0.7313
d219a6074cc74aea842c1a2a383e208f,newsqa_584b9ddcd85d3242,gold_in_top5,0.4,0.5,1.0,0.865,1.0,0.9586
d23a30ecc5b8469c8e6324ff5d42409b,newsqa_bfc677dd63cad6a7,gold_not_in_top5,0.0,0.0,0.0,0.0446,0.0,0.0
d274da2cc20d4759b02ef68cab5a2b5c,newsqa_f2750e2ee0f22dcd,gold_not_in_top5,0.3333,0.0,1.0,0.4743,1.0,1.0
d293f30681d147138fcc8dd488a33e27,newsqa_43dc88ad8f8b4047,gold_in_top5,0.1818,0.0,1.0,0.8654,1.0,1.0
d2e96837b84e478c8c580e054383e693,newsqa_b8d2b51b5bca4a04,gold_in_top5,0.0,0.0,1.0,0.224,1.0,0.8308
d44d14a1f37e4cd7b716c2820f5ae814,newsqa_afccd6cf34627602,gold_in_top5,0.8,0.3333,1.0,0.9099,1.0,0.2595
d46d8974b9744a3bafb6d69a29735554,newsqa_b1893e80b00a4c2f,gold_not_in_top5,0.0,0.0,0.0,0.0393,0.0,0.0
d5228e62244542428fd65303ec23dd11,newsqa_222f31e99c0d6ddc,gold_in_top5,0.125,1.0,1.0,0.803,1.0,0.9524
d59b5a2e398a4687b6ea3404b7ffa789,newsqa_e103965bf4dcc4a3,gold_in_top5,0.7692,1.0,1.0,0.6641,1.0,0.4844
d679f2ddc15e438591bc73863dfc23cf,newsqa_ab90c0a994bfcb71,gold_in_top5,0.8,1.0,1.0,0.9417,1.0,0.5228
d83d3eda31c14835877587e71ae8f858,newsqa_bfc677dd63cad6a7,gold_in_top5,0.4706,1.0,1.0,0.944,1.0,0.9829
d86c4a3e9c944a5595ffd076817380c9,newsqa_17c27b355a1a5aab,gold_in_top5,0.6316,1.0,1.0,0.6318,1.0,0.6661
dbc0bbc541124ed0843db76f2e3a1581,newsqa_1410c9eb3296d4dc,gold_in_top5,1.0,1.0,1.0,0.994,1.0,0.4175
dc27edf1253345dabb1ae19ef7d8a829,newsqa_9e88962146f43191,gold_not_in_top5,0.0,0.0,0.0,0.0538,0.0,0.0
dcb53cda7e6144fca04963ac7581bcdd,newsqa_77e80b6efb6947bc,gold_in_top5,0.2353,1.0,1.0,0.8588,1.0,0.6402
dd14e1dc2f5544ec958f98850e4105bd,newsqa_ed82a8d4afff04f8,gold_in_top5,0.4444,1.0,1.0,0.8988,1.0,0.7361
df8fc2dc6ff34ade9ae6b4242632e8b1,newsqa_51e27ebc93e28585,gold_in_top5,0.7368,1.0,1.0,0.9087,1.0,0.0926
dfc221a3796f460ca42274a48ae054db,newsqa_346f700136ab004b,gold_in_top5,0.7619,1.0,1.0,0.9322,1.0,0.8264
e385644e99a94097915a45a834d84dbb,newsqa_222f31e99c0d6ddc,gold_in_top5,0.0909,1.0,1.0,0.8522,1.0,0.6125
e3d3f69a45554550ad9a8f8efb0752a9,newsqa_0c2912d1a7649e6b,gold_in_top5,0.8333,0.6667,1.0,0.9783,1.0,0.4177
e403867966a540de9f7437bf6e78baa2,newsqa_ff6d7105a471e9ab,gold_in_top5,0.381,1.0,1.0,0.624,1.0,0.738
e665fe3a57234e01ab82f67a205fd6fe,newsqa_873617d2e2339534,gold_in_top5,0.7826,1.0,1.0,0.8622,1.0,0.5091
e78a6a43ee564f9f9c1718636a38c1b2,newsqa_8db4b769ce5b0df1,gold_in_top5,0.48,0.5,1.0,0.8342,1.0,0.9793
e854d8deb6cf4af4ac58d44cb3c027c3,newsqa_ede2531a00661102,gold_in_top5,0.1538,1.0,1.0,0.8306,1.0,0.8649
eb49e4d87a4a4b5e8fbc099316b18e95,newsqa_e94c6ff873e518fb,gold_in_top5,0.3333,1.0,1.0,0.6689,1.0,0.5895
ec713cfc79cc4dbc8c43ba239a74954b,newsqa_43dc88ad8f8b4047,gold_in_top5,0.1538,1.0,1.0,0.608,1.0,0.7088
ecbae504766b467fb0dd39213c22ff21,newsqa_77e80b6efb6947bc,gold_in_top5,1.0,1.0,1.0,1.0,0.0,0.3784
ef9cc08de0734290840e0ef6219ddf7c,newsqa_43dc88ad8f8b4047,gold_in_top5,0.1333,1.0,1.0,0.8947,1.0,0.964
f07750ea1251487eaf95f98457f8e5bf,newsqa_443d6416eafb191d,gold_in_top5,0.2222,1.0,1.0,0.8313,1.0,1.0
f1a99ce0121f4c7892a68a47221ff8ba,newsqa_b1893e80b00a4c2f,gold_in_top5,1.0,1.0,1.0,0.9847,1.0,0.2646
f2286074ceb04295a819efc7e503fe39,newsqa_b424ae554bc7ef14,gold_in_top5,0.8,1.0,1.0,0.7547,1.0,0.2483
f2bc0ffd037f4b9397e5d7eb0e547819,newsqa_444579549f240e1d,gold_in_top5,0.1,0.6667,1.0,0.2785,1.0,0.7368
f5627bd7cf9545e78204161253ca2e8e,newsqa_77e80b6efb6947bc,gold_in_top5,0.4,1.0,1.0,0.8676,1.0,0.5572
f5855e26ffa944fab475fd077cb06a43,newsqa_dcdc1a7dff7beaa4,gold_not_in_top5,0.0,0.0,0.0,0.0177,1.0,0.0
f61206d61cf94401b8fbb566b0b67ec7,newsqa_1f36fa85d4124a37,gold_in_top5,0.5455,1.0,1.0,0.664,1.0,0.4212
f6b7de0428ac4bf18fe4707e7f59d047,newsqa_8316de452f78dfa3,gold_in_top5,0.2105,1.0,1.0,0.4762,1.0,0.4628
fa3a3ada93644452869b454ef6524da7,newsqa_346f700136ab004b,gold_in_top5,0.0,0.0,1.0,0.0629,1.0,0.9179
fa3b764edd7a4c44be5b8921112e8bf6,newsqa_245acfdafc0e918c,gold_in_top5,0.3529,1.0,1.0,0.8501,1.0,0.8489
fb2604a388d048308734395577e3d885,newsqa_b1893e80b00a4c2f,gold_in_top5,0.0,0.5,1.0,0.4338,1.0,0.9086
fc9a1c8de6ba491aa2161ec2236f2830,newsqa_e103965bf4dcc4a3,gold_in_top5,0.3636,0.5,1.0,0.8291,1.0,1.0
fca02df414b8412b83e2f9d34be46341,newsqa_febedf72670536ac,gold_in_top5,0.1905,1.0,1.0,0.8755,1.0,0.8815
fd0437e47bee4d22972d1de07917139d,newsqa_a4131373a363e635,gold_in_top5,0.2424,1.0,1.0,0.417,1.0,0.6758
fdc90f6593464af6b65c2f38b2c814c6,newsqa_51e27ebc93e28585,gold_in_top5,1.0,1.0,1.0,0.996,1.0,0.5957
fe0121ef5b874df0bfca5369f2253f03,newsqa_ede2531a00661102,gold_in_top5,0.8333,1.0,1.0,0.9172,1.0,0.5285
ffe44836297740d7a182a1a1c22a8868,newsqa_ed82a8d4afff04f8,gold_in_top5,0.375,1.0,1.0,0.5509,1.0,0.1607
